,21_session,63_session,252_session
2020-07-29,-0.00850530139462291,-0.033147805251198426,
2020-07-30,-0.0114531770469124,-0.035841628435897,
2020-07-31,-0.0086331159033054,-0.03486644638390268,
2020-08-03,0.0016436876498924224,-0.027713920369161094,
2020-08-04,-0.0005098660106694908,-0.027825641460767936,
2020-08-05,-0.0008290947501022883,-0.024956605998940784,
2020-08-06,-0.004735864078414087,-0.025902483610374616,
2020-08-07,-0.0005696556415514253,-0.02314837835413419,
2020-08-10,0.004027096140268416,-0.02402262929205301,
2020-08-11,0.004024749185877807,-0.022004593978693587,
2020-08-12,0.00445871582659918,-0.02014728711955116,
2020-08-13,0.012618548465202606,-0.015360399180909146,
2020-08-14,0.014115057480214466,-0.012842856264455138,
2020-08-17,0.007107820155618505,-0.020319414195956176,
2020-08-18,0.008266968440984845,-0.02427408404078757,
2020-08-19,0.0030743685560714606,-0.0253139840765626,
2020-08-20,-0.0002617507161608579,-0.026932616221089667,
2020-08-21,0.002768381989360469,-0.022870377864283142,
2020-08-24,0.0001862851134599719,-0.02790537152717698,
2020-08-25,-0.004435583935860299,-0.03286991892692104,
2020-08-26,-0.006759841374914033,-0.029846151560747547,
2020-08-27,-0.007044773715898289,-0.032392830913271387,
2020-08-28,-0.012085309886327167,-0.03860819575632535,
2020-08-31,-0.009504750149270214,-0.03853744352736921,
2020-09-01,-0.013911450074760023,-0.03636338962587227,
2020-09-02,-0.013863814331984026,-0.035074376880495195,
2020-09-03,-0.021027665042398946,-0.03350727841491341,
2020-09-04,-0.014992511710075762,-0.02961165880382699,
2020-09-08,-0.014619804630666589,-0.021954010803437285,
2020-09-09,-0.012770089503642779,-0.016827772748077008,
2020-09-10,-0.013392534602042927,-0.01711380524212247,
2020-09-11,-0.011453918743546176,-0.011263777024373423,
2020-09-14,-0.014659277775825874,-0.014659010895847313,
2020-09-15,-0.013051585954844347,-0.01155471948050546,
2020-09-16,-0.00476863385026427,-0.007159257622197823,
2020-09-17,-0.0025229111554627703,-0.007979497059558582,
2020-09-18,0.000234416773752244,-0.006434426606656052,
2020-09-21,0.002029007998540111,-0.005600942306655643,
2020-09-22,-0.0010313803960528833,-0.00862971508138255,
2020-09-23,0.004945155322204631,-0.004972369605946825,
2020-09-24,0.013633562044711223,-0.004340075902862561,
2020-09-25,0.011486257558454671,-0.003380749290578744,
2020-09-28,0.013305881612237114,-0.002390385772256365,
2020-09-29,0.019637912808138758,-0.0042216874998292075,
2020-09-30,0.017720013373600185,-0.0006557462718240759,
2020-10-01,0.019810968807054907,0.007276851045604715,
2020-10-02,0.01593671297050192,0.0013411447492506223,
2020-10-05,0.01408347459825543,-0.008063424858625878,
2020-10-06,0.010362346531345823,-0.009498723273426712,
2020-10-07,0.0007123133333710729,-0.014479632407412568,
2020-10-08,-0.008690679502407095,-0.017408669760549333,
2020-10-09,-0.009345804506607602,-0.018679438270601256,
2020-10-12,-0.011895445235572177,-0.018857899370449793,
2020-10-13,-0.00901146860218982,-0.011217119821070987,
2020-10-14,-0.013831567472837425,-0.012964481206477974,
2020-10-15,-0.019366683216782365,-0.01710603735756211,
2020-10-16,-0.018809695671070603,-0.013194146871341017,
2020-10-19,-0.017150234688826926,-0.013897487480278858,
2020-10-20,-0.01889817539089167,-0.01716483710417882,
2020-10-21,-0.019027034648804175,-0.0173258839728756,
2020-10-22,-0.019974387202222776,-0.014944541336485706,
2020-10-23,-0.027765733138301663,-0.01888193737195587,
2020-10-26,-0.02374886600574122,-0.01921049813858855,
2020-10-27,-0.024239006079050385,-0.01822112605022541,
2020-10-28,-0.024337674016340682,-0.017200438077676128,
2020-10-29,-0.023239067736588792,-0.015379229846849918,
2020-10-30,-0.02533414896502828,-0.01985270674880224,
2020-11-02,-0.020678309352198943,-0.018864649641944786,
2020-11-03,-0.018784912151845412,-0.025889236162543128,
2020-11-04,-0.02066482927450486,-0.0253514600437027,
2020-11-05,-0.008780983563493439,-0.02257667584594314,
2020-11-06,-0.0033064285263157966,-0.02458562522836849,
2020-11-09,-0.004355699992573792,-0.02687037888437782,
2020-11-10,-0.0009416244791898842,-0.02413288095829491,
2020-11-11,-0.0008746255086320431,-0.02439268276609763,
2020-11-12,-0.0020252919503134237,-0.028673840865582223,
2020-11-13,-0.00022387099269727262,-0.024261452916270576,
2020-11-16,-0.002161529089772518,-0.023400672250825982,
2020-11-17,0.0008590703831530266,-0.016075303166507293,
2020-11-18,0.0005246808090444421,-0.016391702179377243,
2020-11-19,0.00512319275951767,-0.015018260763432045,
2020-11-20,0.0023168473791417288,-0.012846210234501498,
2020-11-23,0.003703205946157917,-0.010861247166141896,
2020-11-24,-0.00102359918389483,-0.013546162003736373,
2020-11-25,-0.00038055215135335274,-0.011631914603224214,
2020-11-27,-0.001020503548952889,-0.006192922013839031,
2020-11-30,-0.0028732044035358895,-0.008787014810529015,
2020-12-01,-0.0019300571128779698,-0.007943502568449334,
2020-12-02,-0.003565455712487786,-0.008618515447601172,
2020-12-03,-0.00016391953153893635,-0.005129099894776168,
2020-12-04,0.005537856288099663,-0.0050370021009240595,
2020-12-07,-0.0030727345689068875,-0.011122847509384082,
2020-12-08,-0.008538980511685001,-0.020405155726684332,
2020-12-09,-0.0061772812998969195,-0.019753691692740882,
2020-12-10,-0.005136232716630551,-0.01789622474267416,
2020-12-11,-0.009441903891769576,-0.019226847209701803,
2020-12-14,-0.009482627588243697,-0.025161374992991647,
2020-12-15,-0.010895390803894456,-0.030268209869076523,
2020-12-16,-0.010741511309959262,-0.03144725244367852,
2020-12-17,-0.014045398476318693,-0.030122273211872774,
2020-12-18,-0.011187176705001467,-0.02936492833966431,
2020-12-21,-0.014919735189157457,-0.02871216024214629,
2020-12-22,-0.014324662919721898,-0.03177487913236976,
2020-12-23,-0.01090493651664004,-0.03480676433551122,
2020-12-24,-0.00813432193375152,-0.032681168336414324,
2020-12-28,-0.01190347662013913,-0.03622086210895814,
2020-12-29,-0.009361075960242382,-0.03445726951450068,
2020-12-30,-0.002540433764883554,-0.028519768441697124,-0.05691224188136301
2020-12-31,0.0013682088080384514,-0.02588433714193672,-0.05259857792432365
2021-01-04,0.0005481828980367087,-0.02363510417163006,-0.05004819824082396
2021-01-05,0.0026785526345867172,-0.016317947029989455,-0.043209310431644
2021-01-06,-0.0009660584759720869,-0.01619274622202127,-0.04981872875071225
2021-01-07,0.002661456789841532,-0.009196756058975297,-0.05503759774638095
2021-01-08,0.008622970545753894,-0.0032961041198478203,-0.05301866727319815
2021-01-11,0.012796263895989979,0.002155750480593799,-0.050922999556683335
2021-01-12,0.013246061415844945,0.007092597016073121,-0.04604866581937728
2021-01-13,0.018546166381683493,0.008046716197186887,-0.039835376603773565
2021-01-14,0.024024049358044586,0.012259329465820867,-0.037503207294933505
2021-01-15,0.02393826054628434,0.012555320514972435,-0.03769381652578607
2021-01-19,0.024862039922188828,0.01166199895514608,-0.03876465063176715
2021-01-20,0.020033097013966383,0.006570298225936355,-0.04241804976103325
2021-01-21,0.01686457484353454,0.006016291800653217,-0.04631722520916126
2021-01-22,0.02053366690005287,0.010457959326783728,-0.04088867622167769
2021-01-25,0.02624483284592416,0.013887815120866343,-0.03905940490554649
2021-01-26,0.031395178320812844,0.02392569707052683,-0.038048794486624016
2021-01-27,0.028871416720007037,0.01945766012242922,-0.037111564533174546
2021-01-28,0.037801300827705386,0.025057620918752965,-0.032068794622279295
2021-01-29,0.03421421583221029,0.023487318581035366,-0.03609533609647053
2021-02-01,0.02811287341383495,0.022554546707435952,-0.03769322142756659
2021-02-02,0.02222974765673169,0.021652710182147095,-0.04453098658233068
2021-02-03,0.0274445272005579,0.024342438597505955,-0.04052059344170933
2021-02-04,0.02360436419956735,0.026177904187214773,-0.0440854993592682
2021-02-05,0.022684669742981223,0.027354706025046305,-0.04645245554258104
2021-02-08,0.02313764425023912,0.022708483303448324,-0.04646605175981633
2021-02-09,0.020451634942590946,0.02046220545067934,-0.047639366350336276
2021-02-10,0.02031074016971912,0.026983507594597667,-0.04515756396811377
2021-02-11,0.021140805997516,0.029352609846273303,-0.03855026472914613
2021-02-12,0.01640732482055629,0.025482979676823225,-0.038490487075724444
2021-02-16,0.013589996430223295,0.028098129004526795,-0.04117516020945844
2021-02-17,0.015189732928817312,0.0281659419393272,-0.03647934587087209
2021-02-18,0.012083214631837924,0.02610408184543833,-0.038192556559599744
2021-02-19,0.01531663141526507,0.021110358810232377,-0.03879158533352478
2021-02-22,0.015040631547535765,0.02061191669027651,-0.04334613090228734
2021-02-23,0.007476327062203136,0.012823583065886268,-0.04276107014893993
2021-02-24,0.0017540235034312346,0.013318493881645965,-0.04120951331790834
2021-02-25,-0.0026380637097893622,0.01745666427845105,-0.037517088086714834
2021-02-26,0.002197860066321944,0.022745166520701687,-0.03267635368562394
2021-03-01,-0.006715712913537342,0.018561243889475998,-0.03777847854979177
2021-03-02,-0.0063117041315116085,0.018066309725943253,-0.038441900782686056
2021-03-03,-0.0047902702204722925,0.02058859375531119,-0.037616910948039095
2021-03-04,-0.0004998611288338228,0.02311669936807914,-0.03225066424413403
2021-03-05,-0.0008045603465870466,0.027180660443619553,-0.028873414411616616
2021-03-08,-0.0006644728787102983,0.025664163190298073,-0.028479537607855043
2021-03-09,-0.0006840479056104964,0.020997807064084384,-0.03310750051226674
2021-03-10,-0.001988107306934661,0.023821159764915834,-0.037276363073003194
2021-03-11,-0.0027407631080860195,0.026430026275761298,-0.03958669646555246
2021-03-12,-0.0054830000167152,0.027700954895854002,-0.0396323736331593
2021-03-15,-0.005844881241588218,0.028619394673887077,-0.03686212712850612
2021-03-16,-0.0039048706192595928,0.031215236473443042,-0.041338531424887526
2021-03-17,-0.0030527596909073473,0.034771949514007305,-0.04205912187615457
2021-03-18,-0.004194420440703506,0.03513154440576294,-0.04268482076591751
2021-03-19,-0.0025035560514435895,0.034648865249840455,-0.044447925957695866
2021-03-22,0.0005514680651419468,0.03622769951600335,-0.03927942965014497
2021-03-23,0.0012683024010116117,0.033467949808175135,-0.038405843804989126
2021-03-24,0.0036113498289269685,0.031876568489077606,-0.04101345805536005
2021-03-25,0.005489228579452776,0.03368806379637235,-0.04095761594682479
2021-03-26,0.00689301388987551,0.03576495831424498,-0.039036599214457124
2021-03-29,0.0022534356837882186,0.03345632341347815,-0.04184357182524168
2021-03-30,0.007545725642261081,0.038610098611976396,-0.038925680991204414
2021-03-31,0.00865186071530255,0.03657796268403324,-0.03930406635871864
2021-04-01,0.00853478843289368,0.031920627484778974,-0.039243772706924474
2021-04-05,0.004688459559689218,0.026509061897889152,-0.04103822242309629
2021-04-06,-0.0022834950428564094,0.024273609221893366,-0.0446613537858328
2021-04-07,-0.0013049086390813924,0.02158938422636969,-0.045453450821724695
2021-04-08,0.0031823656070164574,0.025237434683786253,-0.04269568398852419
2021-04-09,0.0026192418464137113,0.02377805393687593,-0.04228874907851787
2021-04-12,-0.004125057083548156,0.013456934529272102,-0.049103763085308394
2021-04-13,-0.008589974048653248,0.005999989024601193,-0.05371784188923945
2021-04-14,-0.01282533934742025,0.002152429251947474,-0.053471095661073775
2021-04-15,-0.01586714248756116,-0.0036261184054415807,-0.05525952893773323
2021-04-16,-0.015488624018110464,-0.005155438993700745,-0.05152053079732377
2021-04-19,-0.008894301875855937,0.0019400695323685824,-0.04609022330560775
2021-04-20,-0.014483387652156288,-0.0050722878486360035,-0.05572432220685408
2021-04-21,-0.01870327896282653,-0.003123676320256008,-0.05496804661926957
2021-04-22,-0.012695945225693839,0.0034247652711292265,-0.05019004482485401
2021-04-23,-0.01032952452129221,0.0006703426785987787,-0.04323858687957394
2021-04-26,-0.01293965276457476,-0.005780622198614971,-0.04309750506451093
2021-04-27,-0.018944881718735096,-0.01478838077861977,-0.045046334276779065
2021-04-28,-0.021189201081419973,-0.01682737694025549,-0.048456391826641854
2021-04-29,-0.02275108105500201,-0.021989474030909117,-0.048375580595226286
2021-04-30,-0.018117929179458425,-0.015873789988337994,-0.04556447661377572
2021-05-03,-0.016402370591799165,-0.012759484704071844,-0.04067478113706402
2021-05-04,-0.0177710608233278,-0.013659200160760276,-0.03968060025710973
2021-05-05,-0.008197302470075662,-0.01125822198604709,-0.03394659205544592
2021-05-06,-0.009970263468196405,-0.011919151301966191,-0.03695312258147054
2021-05-07,-0.007446347430591249,-0.004968793751427114,-0.029473074541794486
2021-05-10,-0.002709632290084696,-0.0020854011170259312,-0.025556787906393708
2021-05-11,0.0050438551293741085,-0.0018452324355383576,-0.030330557809288394
2021-05-12,0.011098913892305884,-0.003082633326736195,-0.025616013495623702
2021-05-13,0.018444059328994955,-0.0004941707165020404,-0.016213212039891567
2021-05-14,0.02372192478290791,0.0035443103968948453,-0.011407395837016665
2021-05-17,0.022688922013896162,0.0037752101443113695,-0.010484930781863522
2021-05-18,0.018866652434825326,0.005569000032764171,-0.011690308317047537
2021-05-19,0.02477221780809402,0.007401628047921216,-0.014995249736088123
2021-05-20,0.025737627175922206,0.007108052011117971,-0.01377649946625592
2021-05-21,0.02048359760976015,0.008805443417027492,-0.014553273065869288
2021-05-24,0.021731777597065127,0.014829490827869884,-0.010747303318424772
2021-05-25,0.026662405876182182,0.018940412949381535,-0.009195165723906773
2021-05-26,0.030783318131764492,0.018225846577207605,-0.008934983324352053
2021-05-27,0.03675223127920235,0.017071030886417926,-0.004511842648626141
2021-05-28,0.03946981388744919,0.023485856593001175,-0.0030192249327858356
2021-06-01,0.027886847321660913,0.017995674882518298,-0.009796402868242238
2021-06-02,0.02761365896874657,0.01938496765921549,-0.00851010202126845
2021-06-03,0.026458086402027847,0.012943821185134041,-0.00925878496623278
2021-06-04,0.015880615813270493,0.005252392542473894,-0.012228271114068323
2021-06-07,0.016357926255009314,0.004911538818070271,-0.00894369164530806
2021-06-08,0.012904870617034936,0.008561859853033926,-0.0057860559830552605
2021-06-09,0.008298579886704793,0.00820028325189992,-0.0016736468476074018
2021-06-10,0.009382071431436989,0.010288488310666866,-0.0012636764102845754
2021-06-11,0.005852190559009651,0.0082799158701925,-0.001641943128906198
2021-06-14,-0.0011337328971041671,0.004242333822962463,0.003069579087301433
2021-06-15,-0.005840862530103963,0.0015938403967954429,-0.0018493710358472581
2021-06-16,-0.005179343292101457,0.0016340618318733124,-0.0012907027902824275
2021-06-17,-0.00545383482058559,0.004297237668101417,0.0008961881085922663
2021-06-18,-0.004981219440371887,0.00489936135122937,-0.001013816771857745
2021-06-21,-0.0004709939654288231,0.0060788898173387285,0.004617535836492603
2021-06-22,-0.003247371582193237,0.004255777274566164,0.0017469645161238834
2021-06-23,-0.008438292088763455,0.0026451607342814487,-0.003771729806522184
2021-06-24,-0.014778368964103339,-0.0015983194641910892,-0.005725521880195372
2021-06-25,-0.01585644419631549,-0.004779662349203351,-0.009383054256483558
2021-06-28,-0.017474708888524537,-0.0029487800947730625,-0.006635785843704056
2021-06-29,-0.01812541012303548,-0.0025914158421646016,-0.003989791245785024
2021-06-30,-0.011473654489850604,-0.0023162763779475126,-0.005673485136904688
2021-07-01,-0.01202641229302892,-0.0013974378437208168,0.0004331112352196076
2021-07-02,-0.005489931924949287,0.002681795513528318,0.009916103740551963
2021-07-06,-0.004101838095323163,0.003420315299215382,0.004831151773738274
2021-07-07,-0.003870160950420476,0.0023303189142742653,-0.0008610479267173732
2021-07-08,-0.01005181680425593,-0.0047432899222723535,-0.0056835381961068965
2021-07-09,-0.00982128666902038,-0.004309494986513007,-0.004633075387418195
2021-07-12,-0.009234703359051966,0.005104888855535394,-0.0024015452128193226
2021-07-13,-0.007390950245191319,0.00949934233153038,-0.0012653030131601906
2021-07-14,-0.013851736884985533,0.0031981904715989717,-0.0066052994566946355
2021-07-15,-0.015531193830116696,0.0019357496252276896,-0.004952518028099595
2021-07-16,-0.01781495528778021,-0.0007327291424623628,-0.006743393554020982
2021-07-19,-0.019524481504828883,-0.006474428822666467,-0.0092907404605852
2021-07-20,-0.021915350144899648,-0.0026787700257270286,-0.009410442910261163
2021-07-21,-0.025074947796853486,-0.00045369239698489494,-0.010967923224692533
2021-07-22,-0.02231395022805649,-0.0055273660669098446,-0.013349473630303144
2021-07-23,-0.01644151290612106,-0.0035469564687187205,-0.009907815151730337
2021-07-26,-0.012647074763479038,-0.001302379738925774,-0.008330801283412681
2021-07-27,-0.013653151989036272,0.0005884733958845256,-0.009681859649175117
2021-07-28,-0.013513972381279382,0.0048694787014957885,-0.01216494355501796
2021-07-29,-0.019507897953926934,0.0007186708740229975,-0.015042496329619182
2021-07-30,-0.019863181031232857,-0.004089614967052624,-0.014132659510389223
2021-08-02,-0.02088899321206139,-0.005952504580427953,-0.011934848259503084
2021-08-03,-0.024401197141473485,-0.004086399479331537,-0.016343881616698086
2021-08-04,-0.015754697277828633,-0.004225604095560387,-0.01049514394429274
2021-08-05,-0.016329236459462715,-0.004107660866647489,-0.016360693946337324
2021-08-06,-0.0066297234444093744,-0.003924441994249572,-0.0075755942604063264
2021-08-09,-0.005956070188699036,-0.007550724918562679,-0.009997590196025863
2021-08-10,-0.008971070309656604,-0.008910887673840961,-0.015316486269051133
2021-08-11,-0.007701282135744059,-0.009271111543215249,-0.012929551676706175
2021-08-12,-0.0029077166371791474,-0.017833954412954656,-0.013890591381716666
2021-08-13,0.0006603093337285149,-0.02063508372636136,-0.0167032565017603
2021-08-16,0.004261329272176484,-0.01873829262429938,-0.016394448992518074
2021-08-17,0.0072229568742607775,-0.01782852433141624,-0.009177478493008873
2021-08-18,0.00891253484134702,-0.018113613250917093,-0.008776194884070998
2021-08-19,0.007796715025949474,-0.017936498934859824,-0.006311686077409728
2021-08-20,0.008761972640397353,-0.016950220177022413,-0.004443881185542287
2021-08-23,0.00917373929819676,-0.015794295504330202,-0.0035834292551008007
2021-08-24,0.011217998254735129,-0.01632610423648051,0.002606971303659167
2021-08-25,0.014213299094405718,-0.015496158321653408,0.008868750300471406
2021-08-26,0.006849350758273642,-0.02411381263289003,0.0013701888722359445
2021-08-27,0.011895179493244035,-0.02582798888669413,0.003744905698892298
2021-08-30,0.012105553520051604,-0.019379969569051636,0.01000807086770683
2021-08-31,0.010971388899223777,-0.022051168447262293,0.008491054276689392
2021-09-01,0.00957580778711331,-0.02046630929065918,0.007085439108736269
2021-09-02,0.0031181163609546036,-0.016735509279829364,0.006544797526350843
2021-09-03,0.00821528449639608,-0.01208634075709758,0.013021663005094997
2021-09-07,0.004868710268938203,-0.011827082345931772,0.012435178910470412
2021-09-08,0.006054228582933252,-0.009759797577087559,0.010773420626004615
2021-09-09,0.0096352027293376,-0.008662343856352006,0.007031015207122238
2021-09-10,0.008535036993461143,-0.006628602543530926,0.009008309817867932
2021-09-13,0.010737299601468298,-0.006161395803107816,0.00824592770792254
2021-09-14,0.010082511006069383,-0.004948668139278856,0.007987208216517105
2021-09-15,0.012854658331956204,-0.0009500861720933562,0.009424049040032134
2021-09-16,0.013915120911287548,0.0012994322173893735,0.009423507803952846
2021-09-17,0.01662697298802507,0.0032093913015849296,0.01025363671860191
2021-09-20,0.01662192873421775,-0.0011422534367256931,0.009968576685298602
2021-09-21,0.012729514091707639,-0.0011929766080581716,0.006187501968468068
2021-09-22,0.008608873214046575,0.0011264036338498595,0.006032196556143621
2021-09-23,0.00787691343490704,0.006293587815576096,0.005531908158574739
2021-09-24,0.0077427786671742105,0.008111703999566178,0.0030056578705015546
2021-09-27,0.016586976757854588,0.009717711951214403,0.006419894797471848
2021-09-28,0.017460595188994565,0.00947885245508373,0.007860417769810502
2021-09-29,0.015502594890252741,0.007380521548034036,0.005911808439444943
2021-09-30,0.01809438910148775,0.007764003633974337,0.008862035064676421
2021-10-01,0.021799071754384558,0.006411747903410703,0.009048733867220937
2021-10-04,0.02137205848387902,0.008415232939338324,0.01192989551464052
2021-10-05,0.014076825965919859,0.005712617593374825,0.013015021334312094
2021-10-06,0.010292015536587318,0.008480267575778244,0.012364703626522866
2021-10-07,0.01295505063516389,0.013017954114499242,0.0231392457442523
2021-10-08,0.00165723160412945,0.0022358833159930036,0.017543039266028515
2021-10-11,-0.002180073577806918,-0.0014137237971287853,0.01630680215350977
2021-10-12,-0.002627205167443525,0.005150668875371078,0.017703090171806934
2021-10-13,-0.001388192614150685,0.009346362955923393,0.015741248184881318
2021-10-14,-0.007930404187124651,0.009104190237939846,0.015464372316905672
2021-10-15,-0.01568708300925703,0.005218331631324347,0.013211136558989978
2021-10-18,-0.01203415689704812,0.013344409640722699,0.017229870235163425
2021-10-19,-0.01417733853624814,0.010022872953633133,0.013023501050979602
2021-10-20,-0.006095844505165315,0.01537548921582732,0.019317174149452
2021-10-21,-0.004112267730296604,0.013675868708228123,0.021327965404143612
2021-10-22,-0.0022639840142101297,0.016875860248904306,0.023703244988294125
2021-10-25,-0.0013843063711965753,0.02065127553755941,0.030222061583070392
2021-10-26,-0.004957939035524439,0.018475239347833794,0.02579151147067149
2021-10-27,-0.008410406839211904,0.020904423933155725,0.024209727428594174
2021-10-28,-0.007742888328517439,0.019837707675398164,0.023021099674065848
2021-10-29,-0.010571031353896476,0.018383913408698493,0.021946404579436196
2021-11-01,-0.01791780637664875,0.013099907639614994,0.016726699696006708
2021-11-02,-0.014318879159356257,0.0098863101783071,0.01850107390477418
2021-11-03,-0.012605748424752372,0.009519540637918267,0.019394443901648684
