asset_id,decision_at,momentum,quality,dollar_volume,close,industry,eligible,exclusion_reason,execution_session
TEST09,2020-02-03 14:00:00+00:00,0.20420384806157,0.12296828744590668,117240171.06321037,94.937808755022,Test industry 1,True,,2020-02-03
TEST10,2020-02-03 14:00:00+00:00,0.19346275440630056,0.06352126151519388,120152395.6004608,83.936743108137,Test industry 2,True,,2020-02-03
TEST11,2020-02-03 14:00:00+00:00,0.05466413078185561,0.10175501488281813,110597661.34588835,76.0781019004842,Test industry 3,True,,2020-02-03
TEST12,2020-02-03 14:00:00+00:00,0.0015791966949252334,-0.0026449634911041766,97476602.28968492,73.11150270553831,Test industry 4,True,,2020-02-03
TEST13,2020-02-03 14:00:00+00:00,-0.002781496767016778,0.12681848154159023,98156849.85824156,76.43446721666724,Test industry 1,True,,2020-02-03
TEST14,2020-02-03 14:00:00+00:00,-0.025820118053410113,-0.026339954185517794,111332451.99147639,71.9403811629504,Test industry 2,True,,2020-02-03
TEST15,2020-02-03 14:00:00+00:00,0.2217782688993355,0.053231534450258335,135428512.1567072,111.01374558897676,Test industry 3,True,,2020-02-03
TEST16,2020-02-03 14:00:00+00:00,-0.14194830899607846,-0.00732270812936593,124066782.79358898,88.66149618600292,Test industry 4,True,,2020-02-03
TEST17,2020-02-03 14:00:00+00:00,0.14919737549216472,-0.03045701802406509,131035618.83038689,103.4962400210822,Test industry 1,True,,2020-02-03
TEST18,2020-02-03 14:00:00+00:00,-0.16938346784012426,0.09323429503427809,112489420.2402589,85.91971194831679,Test industry 2,True,,2020-02-03
TEST19,2020-02-03 14:00:00+00:00,-0.06753695048442698,0.030765229656322595,106981035.78563416,71.03467262347125,Test industry 3,True,,2020-02-03
TEST20,2020-02-03 14:00:00+00:00,0.19694472386202522,0.09904551036829337,174398642.64287227,122.42006793318987,Test industry 4,True,,2020-02-03
TEST01,2020-03-02 14:00:00+00:00,0.1154605723874722,0.0799469168404991,68190807.7907199,47.75845494927501,Test industry 1,True,,2020-03-02
TEST02,2020-03-02 14:00:00+00:00,0.12144156593680577,0.04052366482565431,77076425.73564258,51.6940933048039,Test industry 2,True,,2020-03-02
TEST03,2020-03-02 14:00:00+00:00,0.15701033499523698,0.029461345901312698,86993248.27660505,67.40348448370273,Test industry 3,True,,2020-03-02
TEST04,2020-03-02 14:00:00+00:00,-0.11473224479635413,0.17074760530606045,66883547.7913581,47.919848556605416,Test industry 4,True,,2020-03-02
TEST05,2020-03-02 14:00:00+00:00,0.10356264690667527,0.08169966140424756,67625035.1969528,52.617483298245986,Test industry 1,True,,2020-03-02
TEST06,2020-03-02 14:00:00+00:00,0.027624612323258857,0.1632482106463941,98581010.68117344,71.62879854960006,Test industry 2,True,,2020-03-02
TEST07,2020-03-02 14:00:00+00:00,0.037095823902761005,0.026412881719741665,107300432.46910575,72.30444464706672,Test industry 3,True,,2020-03-02
TEST08,2020-03-02 14:00:00+00:00,0.14865315908247867,0.005918274397689774,143712598.1512944,98.62817690381765,Test industry 4,True,,2020-03-02
TEST09,2020-03-02 14:00:00+00:00,0.25155927297873637,0.12296828744590668,119727465.72905621,89.91386668070493,Test industry 1,True,,2020-03-02
TEST10,2020-03-02 14:00:00+00:00,0.15213908688848132,0.06352126151519388,128094757.15064058,82.07541306010708,Test industry 2,True,,2020-03-02
TEST11,2020-03-02 14:00:00+00:00,0.05748788733165111,0.10175501488281813,106577909.49840638,74.93226864811314,Test industry 3,True,,2020-03-02
TEST12,2020-03-02 14:00:00+00:00,-0.03238829724066594,-0.0026449634911041766,99764219.28783245,75.67637026115513,Test industry 4,True,,2020-03-02
TEST13,2020-03-02 14:00:00+00:00,-0.05255701354205755,0.12681848154159023,101098387.74434271,74.79747919178689,Test industry 1,True,,2020-03-02
TEST14,2020-03-02 14:00:00+00:00,-0.09934478568551175,-0.026339954185517794,103394750.01935463,71.72450817212835,Test industry 2,True,,2020-03-02
TEST15,2020-03-02 14:00:00+00:00,0.2744916503435677,0.053231534450258335,151383779.25738904,108.3014163509261,Test industry 3,True,,2020-03-02
TEST16,2020-03-02 14:00:00+00:00,-0.08177642259111084,-0.00732270812936593,127123022.31559771,86.27727780279434,Test industry 4,True,,2020-03-02
TEST17,2020-03-02 14:00:00+00:00,0.25300645398969257,-0.03045701802406509,129418925.80845784,102.6194538285005,Test industry 1,True,,2020-03-02
TEST18,2020-03-02 14:00:00+00:00,-0.1690781464105756,0.09323429503427809,110457325.9335328,83.87456251283585,Test industry 2,True,,2020-03-02
TEST19,2020-03-02 14:00:00+00:00,-0.1145121256712649,0.030765229656322595,107700192.63882183,69.85474506210018,Test industry 3,True,,2020-03-02
TEST20,2020-03-02 14:00:00+00:00,0.10276367769571082,0.09904551036829337,177219843.99508905,123.82930955796455,Test industry 4,True,,2020-03-02
TEST01,2020-04-01 13:00:00+00:00,-0.0003970564771209606,0.07957126512200545,65430853.88601152,50.91650475177863,Test industry 1,True,,2020-04-01
TEST02,2020-04-01 13:00:00+00:00,0.048524797448970425,0.04634882232985411,71834761.55707893,52.34592422950334,Test industry 2,True,,2020-04-01
TEST03,2020-04-01 13:00:00+00:00,0.19782522820720927,0.02960983800362002,96049499.06584415,64.14982883545919,Test industry 3,True,,2020-04-01
TEST04,2020-04-01 13:00:00+00:00,-0.04928789903966013,0.14609674352346383,68562059.1976519,49.121950012059344,Test industry 4,True,,2020-04-01
TEST05,2020-04-01 13:00:00+00:00,0.12092273435882062,0.09747462469692084,75650199.0958564,52.92783047582254,Test industry 1,True,,2020-04-01
TEST06,2020-04-01 13:00:00+00:00,-0.00859932992956347,0.01575071614600742,98522378.58071323,75.81696534921892,Test industry 2,True,,2020-04-01
TEST07,2020-04-01 13:00:00+00:00,0.042768648469448944,-0.026004267752990504,104945250.27309027,67.83472512694746,Test industry 3,True,,2020-04-01
TEST08,2020-04-01 13:00:00+00:00,0.16727543720535754,0.10803575059919437,139154323.64777046,100.80037738783432,Test industry 4,True,,2020-04-01
TEST09,2020-04-01 13:00:00+00:00,0.13405424212017114,0.15179466676653047,127312347.16894814,90.02571445446186,Test industry 1,True,,2020-04-01
TEST10,2020-04-01 13:00:00+00:00,0.09079388224591423,-0.03226802462738757,118364182.48462667,81.14784965146708,Test industry 2,True,,2020-04-01
TEST11,2020-04-01 13:00:00+00:00,0.058278105435316085,0.10121006797788219,101467110.77126797,73.36202461291482,Test industry 3,True,,2020-04-01
TEST12,2020-04-01 13:00:00+00:00,-0.03294911242507437,0.0284313716953962,105119481.22993308,74.0855996555329,Test industry 4,True,,2020-04-01
TEST13,2020-04-01 13:00:00+00:00,-0.0078102865357102536,0.11851917224645442,96225400.08612676,73.96867199415834,Test industry 1,True,,2020-04-01
TEST14,2020-04-01 13:00:00+00:00,-0.1320690171175528,0.10825289239314678,95844493.94633786,67.88826872434606,Test industry 2,True,,2020-04-01
TEST15,2020-04-01 13:00:00+00:00,0.2206981306916973,0.13026431227663587,136156281.62128058,114.87467540041565,Test industry 3,True,,2020-04-01
TEST16,2020-04-01 13:00:00+00:00,-0.09877098939576501,0.021791850284647397,121695486.20926434,83.34748019365841,Test industry 4,True,,2020-04-01
TEST17,2020-04-01 13:00:00+00:00,0.13806913573500212,0.13122690226541056,128672811.83856708,103.69995760961827,Test industry 1,True,,2020-04-01
TEST18,2020-04-01 13:00:00+00:00,-0.16270157207055003,-0.01937662275725271,106103001.2868317,84.23360600869282,Test industry 2,True,,2020-04-01
TEST19,2020-04-01 13:00:00+00:00,-0.13151480807484395,0.17381168558490115,106136848.7904178,73.51146030420847,Test industry 3,True,,2020-04-01
TEST20,2020-04-01 13:00:00+00:00,0.11562047675697018,0.08289999494607303,173455730.55920064,121.1724423543873,Test industry 4,True,,2020-04-01
TEST01,2020-05-01 13:00:00+00:00,0.03949019259456388,0.07957126512200545,70941061.59250928,52.60641054749816,Test industry 1,True,,2020-05-01
TEST02,2020-05-01 13:00:00+00:00,-0.0018656956152832693,0.04634882232985411,66937399.812507704,52.62100345897903,Test industry 2,True,,2020-05-01
TEST03,2020-05-01 13:00:00+00:00,0.10018012938368437,0.02960983800362002,91883095.23141992,61.840514545719394,Test industry 3,True,,2020-05-01
TEST04,2020-05-01 13:00:00+00:00,-0.01873328504392202,0.14609674352346383,75324196.99468812,49.83273126091822,Test industry 4,True,,2020-05-01
TEST05,2020-05-01 13:00:00+00:00,0.08205734732318803,0.09747462469692084,80674479.25228643,54.3546384499812,Test industry 1,True,,2020-05-01
TEST06,2020-05-01 13:00:00+00:00,0.05231581943882313,0.01575071614600742,97969964.96147284,79.39272594700006,Test industry 2,True,,2020-05-01
TEST07,2020-05-01 13:00:00+00:00,-0.06606052735607726,-0.026004267752990504,97873558.5665914,68.53507827291244,Test industry 3,True,,2020-05-01
TEST08,2020-05-01 13:00:00+00:00,0.18496324118099494,0.10803575059919437,129897654.31347509,96.7176760342627,Test industry 4,True,,2020-05-01
TEST09,2020-05-01 13:00:00+00:00,0.0866100019137157,0.15179466676653047,127312347.16894814,86.8870342924027,Test industry 1,True,,2020-05-01
TEST10,2020-05-01 13:00:00+00:00,0.07387860634376842,-0.03226802462738757,113810070.15296301,78.15771158159488,Test industry 2,True,,2020-05-01
TEST11,2020-05-01 13:00:00+00:00,0.06972841927916118,0.10121006797788219,109561243.19164446,73.79122583207527,Test industry 3,True,,2020-05-01
TEST12,2020-05-01 13:00:00+00:00,-0.04328016236606136,0.0284313716953962,105119481.22993308,69.73220185849902,Test industry 4,True,,2020-05-01
TEST13,2020-05-01 13:00:00+00:00,-0.04259276532741918,0.11851917224645442,96225400.08612676,78.86929227579093,Test industry 1,True,,2020-05-01
TEST14,2020-05-01 13:00:00+00:00,-0.21032286239747378,0.10825289239314678,95367311.27250347,63.553045790713995,Test industry 2,True,,2020-05-01
TEST15,2020-05-01 13:00:00+00:00,0.26005747460379935,0.13026431227663587,140948807.26057464,110.81745595904302,Test industry 3,True,,2020-05-01
TEST16,2020-05-01 13:00:00+00:00,-0.10117266769813271,0.021791850284647397,118208723.91278316,80.2377098559746,Test industry 4,True,,2020-05-01
TEST17,2020-05-01 13:00:00+00:00,0.18735259517807568,0.13122690226541056,132539472.09181434,101.68037544134086,Test industry 1,True,,2020-05-01
TEST18,2020-05-01 13:00:00+00:00,-0.12446521520579656,-0.01937662275725271,106003031.97387168,83.23894994799969,Test industry 2,True,,2020-05-01
TEST19,2020-05-01 13:00:00+00:00,-0.0880642283702796,0.17381168558490115,104064429.31190112,72.99443635599,Test industry 3,True,,2020-05-01
TEST20,2020-05-01 13:00:00+00:00,0.046541417527804496,0.08289999494607303,169900485.30791408,113.45949692810979,Test industry 4,True,,2020-05-01
TEST01,2020-06-01 13:00:00+00:00,0.01796304201604393,0.07957126512200545,72088216.74578431,49.74647182749645,Test industry 1,True,,2020-06-01
TEST02,2020-06-01 13:00:00+00:00,-0.005115480137088846,0.04634882232985411,69448264.97604024,53.059542821415604,Test industry 2,True,,2020-06-01
TEST03,2020-06-01 13:00:00+00:00,0.08317805638488052,0.02960983800362002,90644211.26045805,60.02875946948922,Test industry 3,True,,2020-06-01
TEST04,2020-06-01 13:00:00+00:00,0.04886173736993671,0.14609674352346383,66502154.428367704,47.7524042896399,Test industry 4,True,,2020-06-01
TEST05,2020-06-01 13:00:00+00:00,0.05222145099008757,0.09747462469692084,78666945.57346645,53.69493219891316,Test industry 1,True,,2020-06-01
TEST06,2020-06-01 13:00:00+00:00,0.12747842070594229,0.01575071614600742,104202211.88920799,79.48545675583895,Test industry 2,True,,2020-06-01
TEST07,2020-06-01 13:00:00+00:00,-0.059899177464363906,-0.026004267752990504,99804793.7382815,66.40341190322381,Test industry 3,True,,2020-06-01
TEST08,2020-06-01 13:00:00+00:00,0.09982395934130661,0.10803575059919437,133483023.16098198,97.40103286618255,Test industry 4,True,,2020-06-01
TEST09,2020-06-01 13:00:00+00:00,0.01984040711089352,0.15179466676653047,114296270.30019984,82.60307468794345,Test industry 1,True,,2020-06-01
TEST10,2020-06-01 13:00:00+00:00,0.06867954805142396,-0.03226802462738757,108677351.30108076,75.20937002047461,Test industry 2,True,,2020-06-01
TEST11,2020-06-01 13:00:00+00:00,0.13193479855702295,0.10121006797788219,112100697.79847944,72.72955479741499,Test industry 3,True,,2020-06-01
TEST12,2020-06-01 13:00:00+00:00,-0.049785628380253466,0.0284313716953962,101429336.11447056,69.81972473415739,Test industry 4,True,,2020-06-01
TEST13,2020-06-01 13:00:00+00:00,-0.06375076968626103,0.11851917224645442,97661656.20896648,71.42249368401423,Test industry 1,True,,2020-06-01
TEST14,2020-06-01 13:00:00+00:00,-0.2697408048292599,0.10825289239314678,95367311.27250347,62.74156863471823,Test industry 2,True,,2020-06-01
TEST15,2020-06-01 13:00:00+00:00,0.1981369828005366,0.13026431227663587,141669455.9904826,108.36179563135269,Test industry 3,True,,2020-06-01
TEST16,2020-06-01 13:00:00+00:00,-0.17229723853018997,0.021791850284647397,118847832.64982753,78.08681682967176,Test industry 4,True,,2020-06-01
TEST17,2020-06-01 13:00:00+00:00,0.10348119767922381,0.13122690226541056,145286217.91624135,97.60043967778785,Test industry 1,True,,2020-06-01
TEST18,2020-06-01 13:00:00+00:00,-0.14169743506079102,-0.01937662275725271,109939282.70556208,79.80704361769486,Test industry 2,True,,2020-06-01
TEST19,2020-06-01 13:00:00+00:00,-0.07643255320221198,0.17381168558490115,98960170.88368246,74.12827455730252,Test industry 3,True,,2020-06-01
TEST20,2020-06-01 13:00:00+00:00,-0.06483804409866978,0.08289999494607303,160498813.71662176,111.68200639695527,Test industry 4,True,,2020-06-01
TEST01,2020-07-01 13:00:00+00:00,-0.025065229927165644,0.07957126512200545,71753844.79250982,51.05611760672984,Test industry 1,True,,2020-07-01
TEST02,2020-07-01 13:00:00+00:00,-0.09022752021827285,0.04634882232985411,74934708.55000228,51.90979460749651,Test industry 2,True,,2020-07-01
TEST03,2020-07-01 13:00:00+00:00,0.0062129344543557785,0.02960983800362002,87459094.77142394,60.575247324636095,Test industry 3,True,,2020-07-01
TEST04,2020-07-01 13:00:00+00:00,0.010755897425586358,0.14609674352346383,62042633.01191726,45.32992461392964,Test industry 4,True,,2020-07-01
TEST05,2020-07-01 13:00:00+00:00,0.05015792820557108,0.09747462469692084,76512923.92171332,52.89709772344234,Test industry 1,True,,2020-07-01
TEST06,2020-07-01 13:00:00+00:00,0.053188554171829994,0.01575071614600742,100083839.2136497,79.87256229327632,Test industry 2,True,,2020-07-01
TEST07,2020-07-01 13:00:00+00:00,-0.12051685822789471,-0.026004267752990504,99686975.46235514,64.10621441606641,Test industry 3,True,,2020-07-01
TEST08,2020-07-01 13:00:00+00:00,0.06880645250482442,0.10803575059919437,134810191.638215,95.00774271795743,Test industry 4,True,,2020-07-01
TEST09,2020-07-01 13:00:00+00:00,-0.10369074183914873,0.15179466676653047,111940557.51992732,83.32920258886503,Test industry 1,True,,2020-07-01
TEST10,2020-07-01 13:00:00+00:00,-0.04059962782777837,-0.03226802462738757,100777370.51684494,71.32392195298934,Test industry 2,True,,2020-07-01
TEST11,2020-07-01 13:00:00+00:00,0.06359756133565986,0.10121006797788219,110108156.37590158,72.95326570779896,Test industry 3,True,,2020-07-01
TEST12,2020-07-01 13:00:00+00:00,-0.03361404172997351,0.0284313716953962,102554073.93127522,70.06286677461168,Test industry 4,True,,2020-07-01
TEST13,2020-07-01 13:00:00+00:00,-0.1864304457714574,0.11851917224645442,102206450.89464328,71.44260506849764,Test industry 1,True,,2020-07-01
TEST14,2020-07-01 13:00:00+00:00,-0.27199494600064766,0.10825289239314678,87129388.1087977,61.6917401566236,Test industry 2,True,,2020-07-01
TEST15,2020-07-01 13:00:00+00:00,0.14022796373826463,0.13026431227663587,143031395.75449163,100.43971935625983,Test industry 3,True,,2020-07-01
TEST16,2020-07-01 13:00:00+00:00,-0.21375603747675576,0.021791850284647397,111823506.76366761,75.1776773652446,Test industry 4,True,,2020-07-01
TEST17,2020-07-01 13:00:00+00:00,0.01750276473724277,0.13122690226541056,142146837.40447652,96.98533391596217,Test industry 1,True,,2020-07-01
TEST18,2020-07-01 13:00:00+00:00,-0.1757859923193531,-0.01937662275725271,112820258.64196396,79.11480146523571,Test industry 2,True,,2020-07-01
TEST19,2020-07-01 13:00:00+00:00,-0.026706157582840784,0.17381168558490115,92183001.07740311,78.62500427078862,Test industry 3,True,,2020-07-01
TEST20,2020-07-01 13:00:00+00:00,-0.13449009282429936,0.08289999494607303,159258551.46108103,107.94886404680533,Test industry 4,True,,2020-07-01
TEST01,2020-08-03 13:00:00+00:00,0.07050462413574876,0.07957126512200545,63323149.23947738,49.82196790753363,Test industry 1,True,,2020-08-03
TEST02,2020-08-03 13:00:00+00:00,-0.06305844465228716,0.04634882232985411,76734305.75892869,49.02536129510838,Test industry 2,True,,2020-08-03
TEST03,2020-08-03 13:00:00+00:00,0.026386242495679335,0.02960983800362002,83495220.8293006,57.87675591095618,Test industry 3,True,,2020-08-03
TEST04,2020-08-03 13:00:00+00:00,0.020625244813814447,0.14609674352346383,61181795.483844444,42.80005936931769,Test industry 4,True,,2020-08-03
TEST05,2020-08-03 13:00:00+00:00,0.0957547974911428,0.09747462469692084,78071246.97056706,53.264206492690924,Test industry 1,True,,2020-08-03
TEST06,2020-08-03 13:00:00+00:00,0.08078860812059085,0.01575071614600742,107344743.67814702,77.40419254290532,Test industry 2,True,,2020-08-03
TEST07,2020-08-03 13:00:00+00:00,-0.17966758458189735,-0.026004267752990504,99643814.31474979,63.286540482163105,Test industry 3,True,,2020-08-03
TEST08,2020-08-03 13:00:00+00:00,0.034238138529664175,0.10803575059919437,140766038.1918661,93.12906689182311,Test industry 4,True,,2020-08-03
TEST09,2020-08-03 13:00:00+00:00,-0.07816957152342507,0.15179466676653047,109491153.71494246,83.77108288329629,Test industry 1,True,,2020-08-03
TEST10,2020-08-03 13:00:00+00:00,-0.06254657477263914,-0.03226802462738757,100428399.6787642,72.19687491772886,Test industry 2,True,,2020-08-03
TEST11,2020-08-03 13:00:00+00:00,0.07572854606166723,0.10121006797788219,101445005.3866382,68.22412435804043,Test industry 3,True,,2020-08-03
TEST12,2020-08-03 13:00:00+00:00,-0.03441268357859162,0.0284313716953962,100783380.5512348,68.08394961238778,Test industry 4,True,,2020-08-03
TEST13,2020-08-03 13:00:00+00:00,-0.1571732633630789,0.11851917224645442,102711478.13566023,67.9737642860205,Test industry 1,True,,2020-08-03
TEST14,2020-08-03 13:00:00+00:00,-0.2643038532324993,0.10825289239314678,88043820.37105964,58.701770153094095,Test industry 2,True,,2020-08-03
TEST15,2020-08-03 13:00:00+00:00,0.016429566762649506,0.13026431227663587,145958445.2264701,100.46224456631411,Test industry 3,True,,2020-08-03
TEST16,2020-08-03 13:00:00+00:00,-0.21463152690723697,0.021791850284647397,104085019.3224948,76.07706135069797,Test industry 4,True,,2020-08-03
TEST17,2020-08-03 13:00:00+00:00,0.00808519648900674,0.13122690226541056,139227442.2022531,94.09011104737155,Test industry 1,True,,2020-08-03
TEST18,2020-08-03 13:00:00+00:00,-0.10528949023708967,-0.01937662275725271,113205257.9762375,78.43726844660863,Test industry 2,True,,2020-08-03
TEST19,2020-08-03 13:00:00+00:00,0.0609334664055563,0.17381168558490115,103771777.05136234,77.00285497694429,Test industry 3,True,,2020-08-03
TEST20,2020-08-03 13:00:00+00:00,-0.15497379479013174,0.08289999494607303,152240813.53293663,105.35745747736627,Test industry 4,True,,2020-08-03
TEST01,2020-09-01 13:00:00+00:00,0.0757233357741216,0.07957126512200545,63807744.040512934,48.55866930420268,Test industry 1,True,,2020-09-01
TEST02,2020-09-01 13:00:00+00:00,-0.10666244553392934,0.04634882232985411,76113376.774645,47.64444049525126,Test industry 2,True,,2020-09-01
TEST03,2020-09-01 13:00:00+00:00,-0.044298843358867024,0.02960983800362002,79358029.87418321,57.124242609654935,Test industry 3,True,,2020-09-01
TEST04,2020-09-01 13:00:00+00:00,-0.022652633681106926,0.14609674352346383,65228877.304315016,41.87768419553026,Test industry 4,True,,2020-09-01
TEST05,2020-09-01 13:00:00+00:00,0.12147861764495471,0.09747462469692084,83744749.13389239,51.275556174327335,Test industry 1,True,,2020-09-01
TEST06,2020-09-01 13:00:00+00:00,0.10093761621796316,0.01575071614600742,116529716.63337132,80.67601214809233,Test industry 2,True,,2020-09-01
TEST07,2020-09-01 13:00:00+00:00,-0.11026583854402472,-0.026004267752990504,88364598.36435619,58.79290586162582,Test industry 3,True,,2020-09-01
TEST08,2020-09-01 13:00:00+00:00,0.06329144782720242,0.10803575059919437,123244378.39085603,89.40888372989762,Test industry 4,True,,2020-09-01
TEST09,2020-09-01 13:00:00+00:00,-0.06417389285813846,0.15179466676653047,110433608.03946841,81.14160312999988,Test industry 1,True,,2020-09-01
TEST10,2020-09-01 13:00:00+00:00,-0.05134678041274365,-0.03226802462738757,97246761.43012775,71.47846232172895,Test industry 2,True,,2020-09-01
TEST11,2020-09-01 13:00:00+00:00,0.033926513970992334,0.10121006797788219,96604509.071217,68.6245680581816,Test industry 3,True,,2020-09-01
TEST12,2020-09-01 13:00:00+00:00,-0.038534047427110196,0.0284313716953962,100370865.25735596,64.97967612684236,Test industry 4,True,,2020-09-01
TEST13,2020-09-01 13:00:00+00:00,-0.13864864729080584,0.11851917224645442,106047969.3741515,65.07705131069501,Test industry 1,True,,2020-09-01
TEST14,2020-09-01 13:00:00+00:00,-0.2499851747315609,0.10825289239314678,85948433.3409498,53.97621487420817,Test industry 2,True,,2020-09-01
TEST15,2020-09-01 13:00:00+00:00,0.07298100609294522,0.13026431227663587,141069296.1188969,98.16290777906335,Test industry 3,True,,2020-09-01
TEST16,2020-09-01 13:00:00+00:00,-0.17553345893887506,0.021791850284647397,99770379.95471907,75.33966301379111,Test industry 4,True,,2020-09-01
TEST17,2020-09-01 13:00:00+00:00,-0.03504565794122061,0.13122690226541056,131965570.3695743,97.16502051947234,Test industry 1,True,,2020-09-01
TEST18,2020-09-01 13:00:00+00:00,-0.1081521847105339,-0.01937662275725271,103898890.88377637,73.48504773014021,Test industry 2,True,,2020-09-01
TEST19,2020-09-01 13:00:00+00:00,0.038059824084459626,0.17381168558490115,107184390.93272379,74.66725522489773,Test industry 3,True,,2020-09-01
TEST20,2020-09-01 13:00:00+00:00,-0.14052902102096076,0.08289999494607303,152505594.36433113,100.55426343408347,Test industry 4,True,,2020-09-01
TEST01,2020-10-01 13:00:00+00:00,0.06599054210618371,0.07957126512200545,69235750.15736711,48.92075249227105,Test industry 1,True,,2020-10-01
TEST02,2020-10-01 13:00:00+00:00,-0.10205619131656729,0.04634882232985411,67791618.7702292,50.58792857876391,Test industry 2,True,,2020-10-01
TEST03,2020-10-01 13:00:00+00:00,-0.08120474941312195,0.02960983800362002,80110165.34846534,58.04179210227062,Test industry 3,True,,2020-10-01
TEST04,2020-10-01 13:00:00+00:00,0.0015186442947006107,0.14609674352346383,62423969.68334492,44.78380939301318,Test industry 4,True,,2020-10-01
TEST05,2020-10-01 13:00:00+00:00,0.09577109428186015,0.09747462469692084,81198967.20778197,55.67681533071571,Test industry 1,True,,2020-10-01
TEST06,2020-10-01 13:00:00+00:00,0.16634102756267266,0.01575071614600742,122080152.59376276,84.70630519466803,Test industry 2,True,,2020-10-01
TEST07,2020-10-01 13:00:00+00:00,-0.18724194756089796,-0.026004267752990504,84962376.8089152,58.29876361290325,Test industry 3,True,,2020-10-01
TEST08,2020-10-01 13:00:00+00:00,0.05677964724986051,0.10803575059919437,121906841.44936463,94.45721393439692,Test industry 4,True,,2020-10-01
